Filename	Lambda
MVP_R4.1000G_AGR.Phe_185.AMR.GIA.dbGaP.txt.gz	1.024
MVP_R4.1000G_AGR.Phe_721.AMR.GIA.dbGaP.txt.gz	1.024
MVP_R4.1000G_AGR.Phe_427_7.AFR.GIA.dbGaP.txt.gz	1.024
MVP_R4.1000G_AGR.Phe_722_6.AMR.GIA.dbGaP.txt.gz	1.024
MVP_R4.1000G_AGR.Phe_720.AMR.GIA.dbGaP.txt.gz	1.024
MVP_R4.1000G_AGR.Phe_764.AFR.GIA.dbGaP.txt.gz	1.024
MVP_R4.1000G_AGR.Phe_593.AFR.GIA.dbGaP.txt.gz	1.024
MVP_R4.1000G_AGR.Phe_525_1.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_456.AFR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_916.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_509.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_728_7.AFR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_271_3.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_727_1.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_272_11.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_275.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_338_1.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_472.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_362.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_585_4.AFR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_571_51.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_871.AFR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_727_1.AFR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_611.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_509_1.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_599_2.AFR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_789.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_411_3.AMR.GIA.dbGaP.txt.gz	1.023
MVP_R4.1000G_AGR.Phe_401_2.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_599_5.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_253.EUR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_472.AFR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_250_4.AFR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_338.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_483.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_271.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_355_1.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_250_42.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_253_1.EUR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_418.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_601.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_512_7.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_379_2.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_110_11.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_535.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_716_9.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_340.AMR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_601.AFR.GIA.dbGaP.txt.gz	1.022
MVP_R4.1000G_AGR.Phe_763.AMR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_271_3.EUR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_261.AMR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_522.AFR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_276_1.AMR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_523_31.AMR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_523_32.AFR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_772_3.AFR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_366.AFR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_458.AMR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_772_3.AMR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_512_8.AMR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_257.AMR.GIA.dbGaP.txt.gz	1.021
MVP_R4.1000G_AGR.Phe_381.AMR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_798.AFR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_565.AMR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_611.EUR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_790_6.AMR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_257_1.AMR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_716.AMR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_246_7.EUR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_271.EUR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_250_42.AFR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_475.AMR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_327_4.AMR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_369.AMR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_276_5.AFR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_532.AFR.GIA.dbGaP.txt.gz	1.02
MVP_R4.1000G_AGR.Phe_458_9.AFR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_726_1.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_512.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_593_2.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_375_1.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_038.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_379.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_790_6.AFR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_916.AFR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_785.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_345.AFR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_788.AFR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_261_4.AFR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_271_3.AFR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_271.AFR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_523_31.AFR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_465_2.AFR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_521_1.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_521.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_523_1.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_523_3.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_261_4.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_561.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_465_2.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_522.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_214.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_578_2.AMR.GIA.dbGaP.txt.gz	1.019
MVP_R4.1000G_AGR.Phe_280_1.AMR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_585_1.AMR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_261.AFR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_586.AMR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_356.AMR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_564.AMR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_253_2.EUR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_523.AMR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_369.AFR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_514.AMR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_250_41.AFR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_594.AMR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_386_9.AFR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_871.AMR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_427_5.AMR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_741.AMR.GIA.dbGaP.txt.gz	1.018
MVP_R4.1000G_AGR.Phe_355_1.AFR.GIA.dbGaP.txt.gz	1.017
MVP_R4.1000G_AGR.Phe_250_41.AMR.GIA.dbGaP.txt.gz	1.017
MVP_R4.1000G_AGR.Phe_514.AFR.GIA.dbGaP.txt.gz	1.017
MVP_R4.1000G_AGR.Phe_280.AMR.GIA.dbGaP.txt.gz	1.017
MVP_R4.1000G_AGR.Phe_614.AMR.GIA.dbGaP.txt.gz	1.017
MVP_R4.1000G_AGR.Phe_041.AFR.GIA.dbGaP.txt.gz	1.017
MVP_R4.1000G_AGR.Phe_740_2.AFR.GIA.dbGaP.txt.gz	1.017
MVP_R4.1000G_AGR.Phe_561_1.AMR.GIA.dbGaP.txt.gz	1.017
MVP_R4.1000G_AGR.Phe_495.AMR.GIA.dbGaP.txt.gz	1.017
MVP_R4.1000G_AGR.Phe_455.AMR.GIA.dbGaP.txt.gz	1.017
MVP_R4.1000G_AGR.Phe_605.AMR.GIA.dbGaP.txt.gz	1.017
MVP_R4.1000G_AGR.Phe_286_2.AMR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_386_9.AMR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_214.AFR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_571_5.AMR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_728_7.AMR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_782_3.AMR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_770.AFR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_497.AMR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_480.AMR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_260.AFR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_381.AFR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_402.AMR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_614.EUR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_426.AMR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_722_1.AFR.GIA.dbGaP.txt.gz	1.016
MVP_R4.1000G_AGR.Phe_512_9.AMR.GIA.dbGaP.txt.gz	1.015
MVP_R4.1000G_AGR.Phe_727.AMR.GIA.dbGaP.txt.gz	1.015
MVP_R4.1000G_AGR.Phe_565.AFR.GIA.dbGaP.txt.gz	1.015
MVP_R4.1000G_AGR.Phe_389_4.AFR.GIA.dbGaP.txt.gz	1.015
MVP_R4.1000G_AGR.Phe_573_7.AFR.GIA.dbGaP.txt.gz	1.015
MVP_R4.1000G_AGR.Phe_367_9.AMR.GIA.dbGaP.txt.gz	1.015
MVP_R4.1000G_AGR.Phe_350.AMR.GIA.dbGaP.txt.gz	1.015
MVP_R4.1000G_AGR.Phe_614.AFR.GIA.dbGaP.txt.gz	1.015
MVP_R4.1000G_AGR.Phe_038.AFR.GIA.dbGaP.txt.gz	1.015
MVP_R4.1000G_AGR.Phe_564.AFR.GIA.dbGaP.txt.gz	1.014
MVP_R4.1000G_AGR.Phe_276.AMR.GIA.dbGaP.txt.gz	1.014
MVP_R4.1000G_AGR.Phe_840.AMR.GIA.dbGaP.txt.gz	1.014
MVP_R4.1000G_AGR.Phe_593.AMR.GIA.dbGaP.txt.gz	1.014
MVP_R4.1000G_AGR.Phe_380_4.AMR.GIA.dbGaP.txt.gz	1.014
MVP_R4.1000G_AGR.Phe_571.AMR.GIA.dbGaP.txt.gz	1.014
MVP_R4.1000G_AGR.Phe_285.AMR.GIA.dbGaP.txt.gz	1.014
MVP_R4.1000G_AGR.Phe_260_1.EUR.GIA.dbGaP.txt.gz	1.014
MVP_R4.1000G_AGR.Phe_402.AFR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_596.AFR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_578_8.AMR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_276_5.AMR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_532.AMR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_367_9.AFR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_626.EUR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_395.AFR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_798.AMR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_371_3.AMR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_401_1.AMR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_350_2.AMR.GIA.dbGaP.txt.gz	1.013
MVP_R4.1000G_AGR.Phe_939.AMR.GIA.dbGaP.txt.gz	1.012
MVP_R4.1000G_AGR.Phe_371.AMR.GIA.dbGaP.txt.gz	1.012
MVP_R4.1000G_AGR.Phe_563.AMR.GIA.dbGaP.txt.gz	1.012
MVP_R4.1000G_AGR.Phe_743.AFR.GIA.dbGaP.txt.gz	1.012
MVP_R4.1000G_AGR.Phe_619_2.AFR.GIA.dbGaP.txt.gz	1.012
MVP_R4.1000G_AGR.Phe_626.AMR.GIA.dbGaP.txt.gz	1.012
MVP_R4.1000G_AGR.Phe_367.AFR.GIA.dbGaP.txt.gz	1.012
MVP_R4.1000G_AGR.Phe_338_1.AFR.GIA.dbGaP.txt.gz	1.011
MVP_R4.1000G_AGR.Phe_250_4.AMR.GIA.dbGaP.txt.gz	1.011
MVP_R4.1000G_AGR.Phe_770.AMR.GIA.dbGaP.txt.gz	1.011
MVP_R4.1000G_AGR.Phe_611.AFR.GIA.dbGaP.txt.gz	1.011
MVP_R4.1000G_AGR.Phe_627.AFR.GIA.dbGaP.txt.gz	1.011
MVP_R4.1000G_AGR.Phe_764.AMR.GIA.dbGaP.txt.gz	1.011
MVP_R4.1000G_AGR.Phe_041.AMR.GIA.dbGaP.txt.gz	1.011
MVP_R4.1000G_AGR.Phe_578.AMR.GIA.dbGaP.txt.gz	1.01
MVP_R4.1000G_AGR.Phe_788.AMR.GIA.dbGaP.txt.gz	1.01
MVP_R4.1000G_AGR.Phe_522_1.AFR.GIA.dbGaP.txt.gz	1.01
MVP_R4.1000G_AGR.Phe_743.AMR.GIA.dbGaP.txt.gz	1.009
MVP_R4.1000G_AGR.Phe_401.AMR.GIA.dbGaP.txt.gz	1.009
MVP_R4.1000G_AGR.Phe_368.AMR.GIA.dbGaP.txt.gz	1.008
MVP_R4.1000G_AGR.Phe_626.AFR.GIA.dbGaP.txt.gz	1.008
MVP_R4.1000G_AGR.Phe_272_1.AMR.GIA.dbGaP.txt.gz	1.003
MVP_R4.1000G_AGR.Phe_627.AMR.GIA.dbGaP.txt.gz	1.002
MVP_R4.1000G_AGR.Phe_627.EUR.GIA.dbGaP.txt.gz	0.999
MVP_R4.1000G_AGR.Phe_272.AMR.GIA.dbGaP.txt.gz	0.998
MVP_R4.1000G_AGR.Phe_366_2.AMR.GIA.dbGaP.txt.gz	0.996
MVP_R4.1000G_AGR.Phe_367_4.AMR.GIA.dbGaP.txt.gz	0.995
MVP_R4.1000G_AGR.Phe_375_2.AFR.GIA.dbGaP.txt.gz	0.992
MVP_R4.1000G_AGR.Phe_255_12.EUR.GIA.dbGaP.txt.gz	0.989
MVP_R4.1000G_AGR.Phe_242_3.EUR.GIA.dbGaP.txt.gz	0.986
MVP_R4.1000G_AGR.Phe_366.AMR.GIA.dbGaP.txt.gz	0.986
MVP_R4.1000G_AGR.Phe_250_11.EUR.GIA.dbGaP.txt.gz	0.929
